  2.4919E-01,  1.7748E+00,  2.0705E+06,  1.1947E+06,  3.7417E+05,  1.2633E+05,  4.5983E+04,  1.6737E+04,  7.0236E+03,  2.9474E+03,  1.4620E+03,  5.0267E+02,  2.8524E+02,  1.6186E+02,  8.4771E+01,  4.4398E+01,  2.5282E+01,  1.4396E+01,  5.4617E+00,  2.0721E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.5918E-01,  1.9448E+00,  1.4018E+06,  7.4675E+05,  1.9600E+05,  6.1186E+04,  2.2718E+04,  8.4347E+03,  2.9922E+03,  1.0615E+03,  4.3675E+02,  9.9466E+01,  4.5304E+01,  2.0634E+01,  9.7377E+00,  4.5954E+00,  2.2395E+00,  1.0914E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.6876E-01,  2.1560E+00,  1.0788E+06,  5.2029E+05,  1.0008E+05,  2.5728E+04,  8.8390E+03,  3.0367E+03,  1.0034E+03,  3.3156E+02,  1.3035E+02,  2.8527E+01,  1.0961E+01,  4.2116E+00,  1.6182E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.7782E-01,  2.4195E+00,  2.4812E+04,  1.6977E+04,  5.7794E+03,  2.2279E+03,  9.7257E+02,  4.2456E+02,  1.7312E+02,  7.0590E+01,  3.0518E+01,  6.4118E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.8629E-01,  2.7521E+00,  1.2026E+05,  6.6898E+04,  1.9771E+04,  8.3660E+03,  5.0684E+03,  3.0706E+03,  2.0859E+03,  1.4170E+03,  9.9527E+02,  5.2486E+02,  3.4742E+02,  2.2996E+02,  1.5009E+02,  9.7962E+01,  6.1386E+01,  3.8466E+01,  2.2973E+01,  1.3720E+01,  7.8692E+00,  4.5135E+00,  2.1245E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.9413E-01,  3.1778E+00,  1.2140E+06,  6.7871E+05,  3.3879E+05,  2.0243E+05,  1.4479E+05,  1.0356E+05,  8.3377E+04,  6.7126E+04,  5.4884E+04,  3.7840E+04,  2.6496E+04,  1.8553E+04,  1.2710E+04,  8.7067E+03,  5.7925E+03,  3.8537E+03,  2.6368E+03,  1.8042E+03,  1.2071E+03,  8.0765E+02,  5.3547E+02,  3.5501E+02,  2.1851E+02,  1.3449E+02,  8.9399E+01,  5.9417E+01,  1.6785E+01,  4.1422E+00,  0.0000E+00,  0.0000E+00
  3.0134E-01,  3.7339E+00,  1.9973E+06,  1.2298E+06,  6.8272E+05,  4.3401E+05,  3.1592E+05,  2.2996E+05,  1.8260E+05,  1.4500E+05,  1.1884E+05,  8.5053E+04,  5.9846E+04,  4.2110E+04,  2.8942E+04,  1.9891E+04,  1.4133E+04,  1.0042E+04,  6.2983E+03,  3.9503E+03,  2.4281E+03,  1.4925E+03,  8.3844E+02,  4.7101E+02,  2.4813E+02,  1.3072E+02,  6.2435E+01,  2.9820E+01,  5.7203E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.0793E-01,  4.4754E+00,  1.8929E+06,  1.2135E+06,  7.4437E+05,  4.9591E+05,  3.5881E+05,  2.5961E+05,  2.0516E+05,  1.6214E+05,  1.3098E+05,  8.9309E+04,  5.4497E+04,  3.3254E+04,  2.0366E+04,  1.2473E+04,  7.7372E+03,  4.7994E+03,  2.9284E+03,  1.7868E+03,  1.0351E+03,  5.9965E+02,  3.2048E+02,  1.7128E+02,  8.3304E+01,  4.0515E+01,  1.6242E+01,  6.5108E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.1394E-01,  5.4910E+00,  9.7433E+05,  7.1773E+05,  4.1761E+05,  2.5635E+05,  1.6830E+05,  1.1100E+05,  7.7547E+04,  5.4140E+04,  3.9821E+04,  2.3809E+04,  1.2995E+04,  7.1160E+03,  4.1182E+03,  2.3872E+03,  1.3879E+03,  8.0792E+02,  4.7955E+02,  2.8489E+02,  1.6137E+02,  9.1463E+01,  4.8574E+01,  2.5810E+01,  1.2357E+01,  5.9183E+00,  2.0969E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.1940E-01,  6.9244E+00,  2.5253E+05,  1.8938E+05,  8.8744E+04,  4.4520E+04,  2.4612E+04,  1.3633E+04,  8.4879E+03,  5.2933E+03,  3.5325E+03,  1.7986E+03,  8.3450E+02,  3.8973E+02,  2.0671E+02,  1.1000E+02,  5.2850E+01,  2.5445E+01,  1.5435E+01,  9.3765E+00,  5.9531E+00,  3.7834E+00,  2.2180E+00,  1.3013E+00,  7.6405E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.2439E-01,  9.0264E+00,  4.2592E+04,  8.3043E+03,  2.1328E+03,  5.8758E+02,  1.7887E+02,  5.4968E+01,  2.8644E+01,  1.5030E+01,  8.4693E+00,  3.0058E+00,  8.4729E-01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.2893E-01,  1.2248E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.3308E-01,  1.7438E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.3685E-01,  2.6204E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.4026E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.4329E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.4590E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.4804E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.4962E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.5057E-01,  2.5349E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.5079E-01,  1.6827E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.5019E-01,  1.1792E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.4868E-01,  8.6726E+00,  1.7524E+05,  3.6485E+04,  1.0325E+04,  3.2738E+03,  1.1443E+03,  3.9929E+02,  2.1422E+02,  1.1429E+02,  6.4569E+01,  2.2996E+01,  5.6018E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.4619E-01,  6.6403E+00,  5.3038E+05,  3.2247E+05,  1.6026E+05,  8.8394E+04,  5.2860E+04,  3.1471E+04,  2.1851E+04,  1.5178E+04,  1.0699E+04,  5.4573E+03,  2.7799E+03,  1.4101E+03,  8.2069E+02,  4.7664E+02,  2.4592E+02,  1.2671E+02,  7.6186E+01,  4.5768E+01,  2.9876E+01,  1.9490E+01,  1.0651E+01,  5.8174E+00,  3.1026E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.4268E-01,  5.2583E+00,  1.0575E+06,  6.8079E+05,  4.0440E+05,  2.6000E+05,  1.7968E+05,  1.2388E+05,  8.9280E+04,  6.4358E+04,  4.8728E+04,  3.0871E+04,  1.7463E+04,  9.8643E+03,  5.9004E+03,  3.5267E+03,  2.1115E+03,  1.2635E+03,  7.5589E+02,  4.5203E+02,  2.6282E+02,  1.5277E+02,  8.1833E+01,  4.3827E+01,  2.0731E+01,  9.8046E+00,  3.3489E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.3811E-01,  4.2815E+00,  1.5291E+06,  9.7009E+05,  5.9455E+05,  3.9559E+05,  2.8574E+05,  2.0640E+05,  1.6328E+05,  1.2916E+05,  1.0525E+05,  7.4161E+04,  4.7636E+04,  3.0598E+04,  1.9021E+04,  1.1824E+04,  7.5234E+03,  4.7868E+03,  2.8996E+03,  1.7564E+03,  1.0345E+03,  6.0929E+02,  3.2716E+02,  1.7567E+02,  8.6968E+01,  4.3056E+01,  1.8014E+01,  7.5363E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.3249E-01,  3.5705E+00,  1.4365E+06,  8.7702E+05,  4.6410E+05,  2.8848E+05,  2.1064E+05,  1.5380E+05,  1.2291E+05,  9.8225E+04,  8.0419E+04,  5.6575E+04,  4.0999E+04,  2.9711E+04,  2.0334E+04,  1.3917E+04,  9.7887E+03,  6.8851E+03,  4.5508E+03,  3.0079E+03,  1.9125E+03,  1.2161E+03,  7.1198E+02,  4.1684E+02,  2.2264E+02,  1.1892E+02,  6.0314E+01,  3.0589E+01,  6.5217E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.2586E-01,  3.0388E+00,  2.6094E+05,  1.3854E+05,  6.7515E+04,  3.9452E+04,  2.7642E+04,  1.9367E+04,  1.5322E+04,  1.2122E+04,  9.8894E+03,  7.0000E+03,  4.8905E+03,  3.4167E+03,  2.2823E+03,  1.5246E+03,  1.0171E+03,  6.7848E+02,  4.5225E+02,  3.0145E+02,  1.9646E+02,  1.2804E+02,  8.3921E+01,  5.5004E+01,  3.5745E+01,  2.3229E+01,  1.5479E+01,  1.0315E+01,  3.9686E+00,  1.2576E+00,  0.0000E+00,  0.0000E+00
  3.1828E-01,  2.6334E+00,  1.8553E+04,  1.1833E+04,  3.4516E+03,  1.3502E+03,  7.0834E+02,  3.7161E+02,  2.1374E+02,  1.2294E+02,  7.4342E+01,  3.0046E+01,  2.0594E+01,  1.4116E+01,  8.7300E+00,  5.3991E+00,  3.1383E+00,  1.8242E+00,  1.0604E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.0986E-01,  2.3175E+00,  4.6895E+03,  2.7547E+03,  7.1994E+02,  2.3100E+02,  9.1000E+01,  3.5848E+01,  8.7221E+00,  2.1221E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.0073E-01,  2.0688E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.9105E-01,  1.8704E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.8100E-01,  1.7100E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.7078E-01,  1.5801E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.6063E-01,  1.4743E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.5079E-01,  1.3880E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.4152E-01,  1.3179E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.3310E-01,  1.2614E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2581E-01,  1.2168E+00,  1.3205E+01,  9.8655E+00,  5.8661E+00,  2.5373E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1994E-01,  1.1825E+00,  2.6745E+01,  2.1461E+01,  1.4553E+01,  7.7349E+00,  3.2221E+00,  1.3422E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1578E-01,  1.1581E+00,  2.9668E+01,  2.5602E+01,  1.9039E+01,  1.2057E+01,  6.5017E+00,  3.5060E+00,  2.4996E+00,  1.7820E+00,  1.2705E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1357E-01,  1.1419E+00,  6.4841E+01,  5.8091E+01,  4.7704E+01,  3.4476E+01,  2.1929E+01,  1.3948E+01,  1.0813E+01,  8.3825E+00,  6.7497E+00,  4.7215E+00,  3.6119E+00,  2.7631E+00,  2.3716E+00,  2.0355E+00,  1.6586E+00,  1.3514E+00,  1.0684E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1349E-01,  1.1345E+00,  9.2029E+01,  8.4819E+01,  7.2557E+01,  5.5791E+01,  3.8561E+01,  2.6652E+01,  2.1581E+01,  1.7474E+01,  1.4610E+01,  1.0891E+01,  8.7133E+00,  6.9711E+00,  6.1075E+00,  5.3508E+00,  4.4797E+00,  3.7504E+00,  3.0520E+00,  2.4836E+00,  1.9609E+00,  1.5482E+00,  1.2224E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1564E-01,  1.1354E+00,  3.8930E+01,  3.5481E+01,  3.0038E+01,  2.2826E+01,  1.5568E+01,  1.0618E+01,  8.5603E+00,  6.9013E+00,  5.7456E+00,  4.2468E+00,  3.3853E+00,  2.6985E+00,  2.3703E+00,  2.0821E+00,  1.7495E+00,  1.4701E+00,  1.2043E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2001E-01,  1.1451E+00,  2.6728E+00,  2.5187E+00,  2.2001E+00,  1.6522E+00,  1.0666E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2648E-01,  1.1637E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.3486E-01,  1.1915E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.4485E-01,  1.2303E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
