  3.0713E-01,  1.6606E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.1947E-01,  1.8217E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.3124E-01,  2.0233E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.4226E-01,  2.2798E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.5239E-01,  2.6097E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.6154E-01,  3.0410E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.6962E-01,  3.6168E+00,  2.5743E+00,  1.8147E+00,  1.2793E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.7657E-01,  4.4069E+00,  1.0906E+02,  7.9622E+01,  5.8132E+01,  3.3162E+01,  1.8918E+01,  1.1978E+01,  7.5841E+00,  4.9678E+00,  1.7008E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.8231E-01,  5.5260E+00,  1.1613E+02,  4.3635E+01,  1.6396E+01,  2.3148E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.8678E-01,  7.1803E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.8991E-01,  9.7632E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.9166E-01,  1.4097E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.9196E-01,  2.2125E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.9078E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.8811E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.8399E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.7846E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.7160E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.6353E-01, -4.0000E+00, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20, -1.0000E+20
  3.5438E-01,  2.9138E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.4427E-01,  1.8218E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.3334E-01,  1.2198E+01,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.2172E-01,  8.9534E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  3.0956E-01,  6.9002E+00,  1.0378E+02,  4.5809E+01,  2.0220E+01,  4.9709E+00,  1.2221E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.9699E-01,  5.5210E+00,  8.2361E+04,  3.2698E+04,  1.2982E+04,  2.1540E+03,  3.5742E+02,  6.4620E+01,  1.1683E+01,  2.1122E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.8415E-01,  4.5512E+00,  9.7896E+04,  5.9652E+04,  3.6348E+04,  1.5346E+04,  6.4794E+03,  3.0135E+03,  1.4015E+03,  7.4472E+02,  1.2556E+02,  1.6585E+01,  2.1907E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.7119E-01,  3.8441E+00,  4.2279E+05,  2.8639E+05,  1.9400E+05,  9.6239E+04,  4.7743E+04,  2.7281E+04,  1.5588E+04,  9.5647E+03,  2.4964E+03,  4.9675E+02,  9.8847E+01,  1.4081E+01,  2.0059E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.5826E-01,  3.3131E+00,  8.8241E+05,  5.9006E+05,  3.9456E+05,  1.8993E+05,  9.1422E+04,  5.2120E+04,  2.9714E+04,  1.8331E+04,  5.3679E+03,  1.4693E+03,  4.0215E+02,  8.8435E+01,  1.9447E+01,  7.8164E+00,  3.1417E+00,  1.2628E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.4553E-01,  2.9054E+00,  3.3041E+05,  2.7937E+05,  2.3621E+05,  1.6090E+05,  1.0960E+05,  7.8117E+04,  5.5679E+04,  4.1734E+04,  1.7644E+04,  6.3057E+03,  2.2535E+03,  7.2861E+02,  2.3558E+02,  1.1236E+02,  5.3588E+01,  3.3242E+01,  9.0619E+00,  1.9622E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.3316E-01,  2.5862E+00,  9.9712E+04,  8.7097E+04,  7.6078E+04,  5.9893E+04,  4.7151E+04,  3.7698E+04,  3.0140E+04,  2.4571E+04,  1.4144E+04,  7.2088E+03,  3.6740E+03,  1.5336E+03,  6.4011E+02,  3.6153E+02,  2.0418E+02,  1.3417E+02,  4.4280E+01,  1.2306E+01,  4.7511E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.2133E-01,  2.3311E+00,  8.5477E+04,  7.7209E+04,  6.9740E+04,  5.9159E+04,  5.0183E+04,  4.3925E+04,  3.8448E+04,  3.4056E+04,  2.4230E+04,  1.5786E+04,  1.0285E+04,  5.4759E+03,  2.9155E+03,  1.9260E+03,  1.2723E+03,  9.2176E+02,  3.8376E+02,  1.3439E+02,  6.2816E+01,  2.1237E+01,  1.0022E+01,  4.7290E+00,  2.7017E+00,  1.5435E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  2.1018E-01,  2.1258E+00,  3.7914E+04,  3.5326E+04,  3.2914E+04,  2.9758E+04,  2.6905E+04,  2.5101E+04,  2.3419E+04,  2.2108E+04,  1.8885E+04,  1.3944E+04,  1.0296E+04,  6.8320E+03,  4.5333E+03,  3.1329E+03,  2.1651E+03,  1.6735E+03,  8.4570E+02,  3.4919E+02,  1.7305E+02,  7.1574E+01,  4.0096E+01,  2.2461E+01,  1.4581E+01,  1.0213E+01,  3.7314E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00,  0.0000E+00
  1.9984E-01,  1.9582E+00,  2.3695E+04,  2.3161E+04,  2.2639E+04,  2.1735E+04,  2.0866E+04,  2.0186E+04,  1.9529E+04,  1.8766E+04,  1.7666E+04,  1.5161E+04,  1.3011E+04,  9.4887E+03,  6.9199E+03,  5.1087E+03,  3.7716E+03,  2.9956E+03,  1.6243E+03,  8.3743E+02,  5.3917E+02,  3.0346E+02,  1.9973E+02,  1.3146E+02,  9.3012E+01,  6.8145E+01,  2.7951E+01,  8.4565E+00,  2.5585E+00,  0.0000E+00,  0.0000E+00
  1.9041E-01,  1.8200E+00,  1.1837E+04,  1.1766E+04,  1.1695E+04,  1.1521E+04,  1.1350E+04,  1.1171E+04,  1.0996E+04,  1.0810E+04,  1.0365E+04,  9.7186E+03,  9.1125E+03,  7.8431E+03,  6.7505E+03,  5.7195E+03,  4.8459E+03,  4.0629E+03,  2.4817E+03,  1.4720E+03,  1.0361E+03,  6.8126E+02,  5.0696E+02,  3.7726E+02,  2.8909E+02,  2.2532E+02,  1.0633E+02,  2.9212E+01,  8.0254E+00,  0.0000E+00,  0.0000E+00
  1.8197E-01,  1.7058E+00,  1.4473E+04,  1.4429E+04,  1.4385E+04,  1.4254E+04,  1.4125E+04,  1.3981E+04,  1.3840E+04,  1.3699E+04,  1.3272E+04,  1.2694E+04,  1.2141E+04,  1.0845E+04,  9.6866E+03,  8.4693E+03,  7.4050E+03,  6.4480E+03,  4.2536E+03,  2.6629E+03,  1.9809E+03,  1.4658E+03,  1.2412E+03,  1.0511E+03,  8.8673E+02,  7.3368E+02,  4.0708E+02,  1.5266E+02,  5.7250E+01,  1.2088E+01,  2.5524E+00
  1.7455E-01,  1.6100E+00,  1.6515E+04,  1.6440E+04,  1.6366E+04,  1.6267E+04,  1.6170E+04,  1.6080E+04,  1.5990E+04,  1.5863E+04,  1.5508E+04,  1.5075E+04,  1.4654E+04,  1.3734E+04,  1.2871E+04,  1.1884E+04,  1.0974E+04,  9.9306E+03,  7.5808E+03,  5.5808E+03,  4.4762E+03,  3.5684E+03,  3.0555E+03,  2.6164E+03,  2.2749E+03,  1.9354E+03,  1.1675E+03,  5.3264E+02,  2.4300E+02,  5.6707E+01,  1.3233E+01
  1.6817E-01,  1.5302E+00,  1.8734E+04,  1.8643E+04,  1.8553E+04,  1.8487E+04,  1.8420E+04,  1.8333E+04,  1.8247E+04,  1.8177E+04,  1.7945E+04,  1.7555E+04,  1.7173E+04,  1.6400E+04,  1.5662E+04,  1.4587E+04,  1.3585E+04,  1.2689E+04,  1.0935E+04,  8.6488E+03,  7.2544E+03,  6.0702E+03,  5.3918E+03,  4.7892E+03,  4.2864E+03,  3.7695E+03,  2.5320E+03,  1.3438E+03,  7.1316E+02,  2.2438E+02,  7.0596E+01
  1.6284E-01,  1.4636E+00,  1.9645E+04,  1.9543E+04,  1.9442E+04,  1.9376E+04,  1.9309E+04,  1.9202E+04,  1.9095E+04,  1.9032E+04,  1.8737E+04,  1.8449E+04,  1.8166E+04,  1.7538E+04,  1.6933E+04,  1.6187E+04,  1.5474E+04,  1.4748E+04,  1.3068E+04,  1.1008E+04,  9.6052E+03,  8.1955E+03,  7.2682E+03,  6.4458E+03,  5.9029E+03,  5.2841E+03,  3.7493E+03,  2.1476E+03,  1.2302E+03,  4.3161E+02,  1.5143E+02
  1.5855E-01,  1.4084E+00,  2.0361E+04,  2.0277E+04,  2.0193E+04,  2.0124E+04,  2.0054E+04,  1.9951E+04,  1.9847E+04,  1.9789E+04,  1.9537E+04,  1.9300E+04,  1.9066E+04,  1.8551E+04,  1.8050E+04,  1.7503E+04,  1.6973E+04,  1.6385E+04,  1.5012E+04,  1.2998E+04,  1.1889E+04,  1.0091E+04,  8.9179E+03,  7.8814E+03,  7.0761E+03,  6.3690E+03,  4.6067E+03,  2.6661E+03,  1.5430E+03,  5.6436E+02,  2.0642E+02
  1.5531E-01,  1.3632E+00,  2.0701E+04,  2.0628E+04,  2.0556E+04,  2.0476E+04,  2.0395E+04,  2.0288E+04,  2.0181E+04,  2.0181E+04,  2.0181E+04,  1.9951E+04,  1.9674E+04,  1.9015E+04,  1.8378E+04,  1.8226E+04,  1.8076E+04,  1.7451E+04,  1.5714E+04,  1.3468E+04,  1.2213E+04,  1.0347E+04,  9.1892E+03,  8.1607E+03,  7.3519E+03,  6.6329E+03,  4.8678E+03,  2.8785E+03,  1.7022E+03,  6.4436E+02,  2.4393E+02
  1.5316E-01,  1.3270E+00,  2.0983E+04,  2.0891E+04,  2.0799E+04,  2.0747E+04,  2.0694E+04,  2.0567E+04,  2.0442E+04,  2.0442E+04,  2.0442E+04,  2.0442E+04,  2.0442E+04,  1.9807E+04,  1.9107E+04,  1.8889E+04,  1.8672E+04,  1.8042E+04,  1.6308E+04,  1.3840E+04,  1.2605E+04,  1.0851E+04,  9.6843E+03,  8.6429E+03,  7.8212E+03,  7.0653E+03,  5.2421E+03,  3.1629E+03,  1.9084E+03,  7.4033E+02,  2.8719E+02
  1.5215E-01,  1.2990E+00,  2.2403E+04,  2.2304E+04,  2.2205E+04,  2.2156E+04,  2.2106E+04,  2.1982E+04,  2.1860E+04,  2.1811E+04,  2.1616E+04,  2.1470E+04,  2.1324E+04,  2.0935E+04,  2.0552E+04,  2.0030E+04,  1.9522E+04,  1.9045E+04,  1.7599E+04,  1.4685E+04,  1.3368E+04,  1.1443E+04,  1.0309E+04,  9.2870E+03,  8.3898E+03,  7.5903E+03,  5.6709E+03,  3.4865E+03,  2.1435E+03,  8.5931E+02,  3.4449E+02
  1.5234E-01,  1.2787E+00,  1.7470E+04,  1.7416E+04,  1.7363E+04,  1.7324E+04,  1.7285E+04,  1.7229E+04,  1.7173E+04,  1.7134E+04,  1.6988E+04,  1.6844E+04,  1.6702E+04,  1.6394E+04,  1.6092E+04,  1.5744E+04,  1.5403E+04,  1.5072E+04,  1.4056E+04,  1.1863E+04,  1.0839E+04,  9.3354E+03,  8.4839E+03,  7.7100E+03,  7.0055E+03,  6.3825E+03,  4.8496E+03,  3.0708E+03,  1.9444E+03,  8.0913E+02,  3.3670E+02
  1.5380E-01,  1.2660E+00,  1.4590E+04,  1.4556E+04,  1.4523E+04,  1.4490E+04,  1.4458E+04,  1.4430E+04,  1.4402E+04,  1.4369E+04,  1.4251E+04,  1.4121E+04,  1.3993E+04,  1.3737E+04,  1.3485E+04,  1.3226E+04,  1.2972E+04,  1.2718E+04,  1.1934E+04,  1.0168E+04,  9.3213E+03,  8.0676E+03,  7.3720E+03,  6.7364E+03,  6.1448E+03,  5.6239E+03,  4.3211E+03,  2.7867E+03,  1.7972E+03,  7.6496E+02,  3.2560E+02
  1.5659E-01,  1.2604E+00,  1.2172E+04,  1.2142E+04,  1.2111E+04,  1.2084E+04,  1.2057E+04,  1.2030E+04,  1.2003E+04,  1.1976E+04,  1.1879E+04,  1.1787E+04,  1.1694E+04,  1.1503E+04,  1.1314E+04,  1.1108E+04,  1.0906E+04,  1.0704E+04,  1.0082E+04,  8.7104E+03,  8.0316E+03,  7.0035E+03,  6.4127E+03,  5.8718E+03,  5.3699E+03,  4.9265E+03,  3.8106E+03,  2.4754E+03,  1.6081E+03,  6.8685E+02,  2.9337E+02
  1.6075E-01,  1.2622E+00,  9.9128E+03,  9.8747E+03,  9.8368E+03,  9.8143E+03,  9.7918E+03,  9.7501E+03,  9.7086E+03,  9.6863E+03,  9.6063E+03,  9.5661E+03,  9.5260E+03,  9.4091E+03,  9.2936E+03,  9.1210E+03,  8.9515E+03,  8.7877E+03,  8.2902E+03,  7.3108E+03,  6.8037E+03,  6.0007E+03,  5.4862E+03,  5.0157E+03,  4.5935E+03,  4.2155E+03,  3.2690E+03,  2.1153E+03,  1.3688E+03,  5.7452E+02,  2.4115E+02
  1.6627E-01,  1.2714E+00,  8.6521E+03,  8.6055E+03,  8.5592E+03,  8.5214E+03,  8.4837E+03,  8.4439E+03,  8.4043E+03,  8.3659E+03,  8.2681E+03,  8.2251E+03,  8.1824E+03,  8.0979E+03,  8.0143E+03,  7.8727E+03,  7.7336E+03,  7.5893E+03,  7.1485E+03,  6.3795E+03,  5.9685E+03,  5.2549E+03,  4.7985E+03,  4.3817E+03,  4.0065E+03,  3.6721E+03,  2.8389E+03,  1.8104E+03,  1.1545E+03,  4.7101E+02,  1.9215E+02
  1.7308E-01,  1.2884E+00,  7.8575E+03,  7.8206E+03,  7.7838E+03,  7.7289E+03,  7.6744E+03,  7.6366E+03,  7.5990E+03,  7.5440E+03,  7.4051E+03,  7.3557E+03,  7.3066E+03,  7.2746E+03,  7.2426E+03,  7.1365E+03,  7.0320E+03,  6.9159E+03,  6.5360E+03,  5.8756E+03,  5.4767E+03,  4.7883E+03,  4.3382E+03,  3.9305E+03,  3.5904E+03,  3.2817E+03,  2.5181E+03,  1.5690E+03,  9.7759E+02,  3.8333E+02,  1.5031E+02
  1.8109E-01,  1.3137E+00,  6.2691E+03,  6.2562E+03,  6.2433E+03,  6.2304E+03,  6.2175E+03,  6.2037E+03,  6.1899E+03,  6.1762E+03,  6.1446E+03,  6.1056E+03,  6.0667E+03,  5.9626E+03,  5.8601E+03,  5.7550E+03,  5.6517E+03,  5.5522E+03,  5.2814E+03,  4.8447E+03,  4.5475E+03,  4.0137E+03,  3.6130E+03,  3.2524E+03,  2.9694E+03,  2.7108E+03,  2.0594E+03,  1.2537E+03,  7.6328E+02,  2.8584E+02,  1.0705E+02
  1.9015E-01,  1.3481E+00,  4.0992E+03,  4.0882E+03,  4.0771E+03,  4.0714E+03,  4.0656E+03,  4.0572E+03,  4.0487E+03,  4.0418E+03,  4.0139E+03,  3.9916E+03,  3.9694E+03,  3.9267E+03,  3.8844E+03,  3.8311E+03,  3.7785E+03,  3.6947E+03,  3.5387E+03,  3.3179E+03,  3.1158E+03,  2.8925E+03,  2.5630E+03,  2.2709E+03,  2.0811E+03,  1.8973E+03,  1.4354E+03,  8.7204E+02,  5.2978E+02,  1.8705E+02,  6.6044E+01
